Show,EpId,ClipId,y
FluencyBank,178,14,NoStutteredWords
FluencyBank,178,16,Interjection
FluencyBank,178,17,NoStutteredWords
FluencyBank,178,25,Interjection
FluencyBank,178,26,Interjection
FluencyBank,178,33,Unsure
FluencyBank,178,41,Prolongation
FluencyBank,178,51,NoStutteredWords
FluencyBank,178,78,Interjection
FluencyBank,178,82,Prolongation
FluencyBank,178,87,NoStutteredWords
FluencyBank,178,90,Rep
FluencyBank,178,100,Interjection
FluencyBank,178,101,NoStutteredWords
FluencyBank,178,104,NoStutteredWords
FluencyBank,178,106,NoStutteredWords
FluencyBank,178,108,NoStutteredWords
FluencyBank,178,109,Rep
FluencyBank,178,114,Prolongation
FluencyBank,178,117,NoStutteredWords
FluencyBank,178,121,Interjection
FluencyBank,178,122,NoStutteredWords
FluencyBank,178,124,NoStutteredWords
FluencyBank,178,130,NoStutteredWords
FluencyBank,178,134,Unsure
FluencyBank,178,137,NoStutteredWords
FluencyBank,178,139,NoStutteredWords
FluencyBank,178,140,NoStutteredWords
FluencyBank,178,141,NoStutteredWords
FluencyBank,178,148,NoStutteredWords
FluencyBank,178,149,NoStutteredWords
FluencyBank,178,150,Prolongation
FluencyBank,178,154,Interjection
FluencyBank,178,157,NoStutteredWords
FluencyBank,178,160,Prolongation
FluencyBank,178,162,NoStutteredWords
FluencyBank,178,163,NoStutteredWords
FluencyBank,178,166,Interjection
FluencyBank,179,4,NoStutteredWords
FluencyBank,179,5,NoStutteredWords
FluencyBank,179,6,NoStutteredWords
FluencyBank,179,18,NoStutteredWords
FluencyBank,179,22,Interjection
FluencyBank,179,35,Interjection
FluencyBank,179,49,NoStutteredWords
FluencyBank,179,53,NoStutteredWords
FluencyBank,179,55,Interjection
FluencyBank,179,64,NoStutteredWords
FluencyBank,179,67,NoStutteredWords
FluencyBank,179,69,Rep
FluencyBank,179,78,NoStutteredWords
FluencyBank,179,79,NoStutteredWords
FluencyBank,179,80,Rep
FluencyBank,179,82,NoStutteredWords
FluencyBank,179,85,NoStutteredWords
FluencyBank,193,0,Rep
FluencyBank,193,1,NoStutteredWords
FluencyBank,193,2,Prolongation
FluencyBank,193,7,Rep
FluencyBank,193,19,Prolongation
FluencyBank,193,20,Unsure
FluencyBank,193,53,Rep
FluencyBank,193,54,Prolongation
FluencyBank,193,55,NoStutteredWords
FluencyBank,193,90,NoStutteredWords
FluencyBank,193,99,NoStutteredWords
FluencyBank,193,101,Prolongation
FluencyBank,193,112,NoStutteredWords
FluencyBank,193,118,Rep
FluencyBank,218,5,NoStutteredWords
FluencyBank,218,9,Interjection
FluencyBank,218,23,Interjection
FluencyBank,218,36,Interjection
FluencyBank,218,37,NoStutteredWords
FluencyBank,218,39,Interjection
FluencyBank,218,45,NoStutteredWords
FluencyBank,218,50,Interjection
FluencyBank,218,51,Interjection
FluencyBank,218,56,Rep
FluencyBank,218,61,Interjection
FluencyBank,218,64,NoStutteredWords
FluencyBank,218,70,Interjection
FluencyBank,218,72,Interjection
FluencyBank,219,2,NoStutteredWords
FluencyBank,219,5,NoStutteredWords
FluencyBank,219,11,Interjection
FluencyBank,219,15,NoStutteredWords
FluencyBank,219,17,NoStutteredWords
FluencyBank,219,26,NoStutteredWords
FluencyBank,219,40,NoStutteredWords
FluencyBank,219,41,NoStutteredWords
FluencyBank,219,53,NoStutteredWords
FluencyBank,219,59,NoStutteredWords
FluencyBank,219,63,NoStutteredWords
FluencyBank,219,64,NoStutteredWords
FluencyBank,219,66,Interjection
FluencyBank,219,68,NoStutteredWords
FluencyBank,219,70,Rep
FluencyBank,219,71,Interjection
FluencyBank,219,73,NoStutteredWords
FluencyBank,219,89,NoStutteredWords
FluencyBank,219,92,NoStutteredWords
FluencyBank,219,94,NoStutteredWords
FluencyBank,219,95,NoStutteredWords
FluencyBank,219,104,NoStutteredWords
FluencyBank,219,108,NoStutteredWords
FluencyBank,219,111,NoStutteredWords
FluencyBank,219,112,Interjection
FluencyBank,219,118,Interjection
FluencyBank,219,124,NoStutteredWords
FluencyBank,230,0,NoStutteredWords
FluencyBank,230,1,Rep
FluencyBank,230,5,NoStutteredWords
FluencyBank,230,8,NoStutteredWords
FluencyBank,230,10,Block
FluencyBank,230,11,NoStutteredWords
FluencyBank,230,12,NoStutteredWords
FluencyBank,230,14,NoStutteredWords
FluencyBank,230,16,NoStutteredWords
FluencyBank,230,17,NoStutteredWords
FluencyBank,230,19,NoStutteredWords
FluencyBank,230,22,Interjection
FluencyBank,230,24,NoStutteredWords
FluencyBank,230,26,NoStutteredWords
FluencyBank,230,28,NoStutteredWords
FluencyBank,230,30,NoStutteredWords
FluencyBank,230,31,NoStutteredWords
FluencyBank,230,33,NoStutteredWords
FluencyBank,230,35,NoStutteredWords
FluencyBank,230,38,NoStutteredWords
FluencyBank,230,41,NoStutteredWords
FluencyBank,230,54,NoStutteredWords
FluencyBank,230,55,NoStutteredWords
FluencyBank,230,56,NoStutteredWords
FluencyBank,230,57,NoStutteredWords
FluencyBank,230,59,NoStutteredWords
FluencyBank,230,60,NoStutteredWords
FluencyBank,230,74,NoStutteredWords
FluencyBank,230,86,NoStutteredWords
FluencyBank,230,91,NoStutteredWords
FluencyBank,230,92,NoStutteredWords
FluencyBank,230,94,NoStutteredWords
FluencyBank,230,95,NoStutteredWords
FluencyBank,230,96,NoStutteredWords
FluencyBank,230,97,NoStutteredWords
FluencyBank,230,99,Interjection
FluencyBank,230,103,NoStutteredWords
FluencyBank,230,106,NoStutteredWords
FluencyBank,230,107,Block
FluencyBank,230,115,Rep
FluencyBank,230,116,NoSpeech
FluencyBank,230,119,Interjection
FluencyBank,230,127,Block
FluencyBank,230,130,NoStutteredWords
FluencyBank,230,137,NoStutteredWords
FluencyBank,230,139,Prolongation
FluencyBank,230,140,Interjection
FluencyBank,230,144,Rep
FluencyBank,230,146,NoStutteredWords
FluencyBank,230,147,NoStutteredWords
FluencyBank,230,149,NoStutteredWords
FluencyBank,230,150,NoStutteredWords
FluencyBank,230,151,NoStutteredWords
FluencyBank,230,152,Rep
FluencyBank,230,160,NoStutteredWords
FluencyBank,230,167,NoStutteredWords
FluencyBank,230,168,NoStutteredWords
FluencyBank,230,169,Rep
FluencyBank,230,170,NoStutteredWords
FluencyBank,230,172,NoStutteredWords
FluencyBank,230,173,NoStutteredWords
FluencyBank,230,174,Rep
FluencyBank,230,176,NoStutteredWords
FluencyBank,985,1,NoStutteredWords
FluencyBank,985,4,Rep
FluencyBank,985,7,NoStutteredWords
FluencyBank,985,10,NoStutteredWords
FluencyBank,985,14,NoStutteredWords
FluencyBank,985,18,NoStutteredWords
FluencyBank,985,21,NoStutteredWords
FluencyBank,985,22,NoStutteredWords
FluencyBank,985,24,Prolongation
FluencyBank,985,43,NoStutteredWords
FluencyBank,985,56,NoStutteredWords
FluencyBank,985,58,NoStutteredWords
FluencyBank,985,61,NoStutteredWords
FluencyBank,985,65,NoStutteredWords
FluencyBank,985,67,NoStutteredWords
FluencyBank,985,70,NoStutteredWords
FluencyBank,985,74,NoStutteredWords
FluencyBank,985,81,NoStutteredWords
FluencyBank,985,83,NoStutteredWords
FluencyBank,985,85,Rep
FluencyBank,985,87,NoStutteredWords
FluencyBank,985,94,NoStutteredWords
FluencyBank,985,95,NoStutteredWords
FluencyBank,985,101,Rep
FluencyBank,985,104,NoStutteredWords
FluencyBank,985,106,NoStutteredWords
FluencyBank,985,110,NoStutteredWords
FluencyBank,985,112,NoStutteredWords
FluencyBank,985,114,NoStutteredWords
FluencyBank,985,115,NoStutteredWords
FluencyBank,985,116,NoStutteredWords
FluencyBank,985,122,NoStutteredWords
FluencyBank,985,126,NoStutteredWords
FluencyBank,985,131,NoStutteredWords
FluencyBank,985,133,NoStutteredWords
FluencyBank,985,134,NoStutteredWords
FluencyBank,985,138,NoStutteredWords
FluencyBank,985,140,NoStutteredWords
FluencyBank,985,141,NoStutteredWords
FluencyBank,985,142,Rep
FluencyBank,985,156,NoStutteredWords
FluencyBank,985,162,NoStutteredWords
FluencyBank,985,163,NoStutteredWords
FluencyBank,985,169,NoStutteredWords
FluencyBank,985,170,Rep
FluencyBank,985,171,Rep
FluencyBank,985,177,NoStutteredWords
FluencyBank,985,178,NoStutteredWords
FluencyBank,985,187,NoStutteredWords
FluencyBank,985,195,Interjection
HeStutters,0,2,NoStutteredWords
HeStutters,0,4,NoStutteredWords
HeStutters,0,6,NoStutteredWords
HeStutters,0,9,NoStutteredWords
HeStutters,0,11,NoStutteredWords
HeStutters,0,12,NoStutteredWords
HeStutters,0,15,NoStutteredWords
HeStutters,0,16,NoStutteredWords
HeStutters,0,20,NoStutteredWords
HeStutters,0,22,NoStutteredWords
HeStutters,0,24,NoStutteredWords
HeStutters,0,26,NoStutteredWords
HeStutters,0,29,NoStutteredWords
HeStutters,0,32,NoStutteredWords
HeStutters,0,34,NoStutteredWords
HeStutters,0,35,NoStutteredWords
HeStutters,0,36,NoStutteredWords
HeStutters,1,4,NoStutteredWords
HeStutters,1,14,Prolongation
HeStutters,1,32,Prolongation
HeStutters,1,98,Rep
HeStutters,1,106,Unsure
HeStutters,1,107,NoStutteredWords
HeStutters,1,178,Interjection
HeStutters,1,195,NoStutteredWords
HeStutters,1,228,NoStutteredWords
HeStutters,1,244,Prolongation
HeStutters,1,246,Prolongation
HeStutters,1,256,NoStutteredWords
HeStutters,2,1,NoSpeech
HeStutters,2,14,NoStutteredWords
HeStutters,2,36,NoStutteredWords
HeStutters,2,43,NoStutteredWords
HeStutters,2,60,Prolongation
HeStutters,2,88,NoStutteredWords
HeStutters,2,103,Rep
HeStutters,2,104,Prolongation
HeStutters,2,118,NoStutteredWords
HeStutters,2,128,Prolongation
HeStutters,2,141,NoStutteredWords
HeStutters,2,145,Prolongation
HeStutters,2,165,Rep
HeStutters,2,170,NoStutteredWords
HeStutters,2,171,Rep
HeStutters,2,179,Prolongation
HeStutters,2,182,NoStutteredWords
HeStutters,2,184,Rep
HeStutters,2,213,NoSpeech
HeStutters,3,2,Interjection
HeStutters,3,25,NoStutteredWords
HeStutters,3,28,NoStutteredWords
HeStutters,3,29,Interjection
HeStutters,4,5,NoStutteredWords
HeStutters,4,11,NoStutteredWords
HeStutters,4,15,NoStutteredWords
HeStutters,4,30,NoStutteredWords
HeStutters,4,31,NoStutteredWords
HeStutters,4,33,Rep
HeStutters,4,36,NoStutteredWords
HeStutters,4,37,Rep
HeStutters,5,1,Rep
HeStutters,5,12,NoStutteredWords
HeStutters,5,38,Rep
HeStutters,5,42,NoStutteredWords
HeStutters,5,43,NoStutteredWords
HeStutters,5,67,NoStutteredWords
HeStutters,5,78,Rep
HeStutters,5,82,Rep
HeStutters,5,86,NoStutteredWords
HeStutters,5,116,NoStutteredWords
HeStutters,5,122,Rep
HeStutters,5,127,Rep
HeStutters,5,175,NoSpeech
HeStutters,5,189,Rep
HeStutters,6,0,NoStutteredWords
HeStutters,6,12,NoStutteredWords
HeStutters,6,16,NoStutteredWords
HeStutters,6,20,NoStutteredWords
HeStutters,6,24,NoStutteredWords
HeStutters,6,30,NoStutteredWords
HeStutters,6,35,NoStutteredWords
HeStutters,6,40,NoStutteredWords
HeStutters,6,48,Rep
HeStutters,6,77,Interjection
HeStutters,6,78,NoStutteredWords
HeStutters,6,82,Prolongation
HeStutters,6,104,NoStutteredWords
HeStutters,6,105,NoStutteredWords
HeStutters,6,113,NoStutteredWords
HeStutters,6,120,NoStutteredWords
HeStutters,6,126,NoStutteredWords
HeStutters,6,135,NoStutteredWords
HeStutters,6,140,NoStutteredWords
HeStutters,6,141,NoStutteredWords
HeStutters,6,143,NoStutteredWords
HeStutters,6,146,Interjection
HeStutters,6,155,NoSpeech
HeStutters,6,156,Interjection
HeStutters,6,159,NoStutteredWords
HeStutters,6,164,NoSpeech
HeStutters,6,167,Interjection
HeStutters,6,168,Rep
HeStutters,6,176,NoStutteredWords
HeStutters,6,186,Prolongation
HeStutters,6,188,Unsure
HeStutters,6,198,NoStutteredWords
HeStutters,6,199,Interjection
HeStutters,6,206,Prolongation
HeStutters,6,220,NoStutteredWords
HeStutters,6,225,Prolongation
HeStutters,6,232,NoStutteredWords
HeStutters,6,239,NoStutteredWords
HeStutters,6,254,NoStutteredWords
HeStutters,6,255,NoStutteredWords
HeStutters,6,261,NoStutteredWords
HeStutters,6,268,NoStutteredWords
HeStutters,6,270,NoSpeech
HeStutters,6,275,Rep
HeStutters,6,276,NoStutteredWords
HeStutters,6,286,NoStutteredWords
HeStutters,6,292,NoStutteredWords
HeStutters,7,9,NoStutteredWords
HeStutters,7,11,Interjection
HeStutters,7,15,NoStutteredWords
HeStutters,7,16,NoStutteredWords
HeStutters,7,17,NoStutteredWords
HeStutters,7,18,NoStutteredWords
HeStutters,7,24,NoStutteredWords
HeStutters,7,29,NoStutteredWords
HeStutters,7,35,NoStutteredWords
HeStutters,7,36,NoStutteredWords
HeStutters,7,37,NoStutteredWords
HeStutters,7,38,NoStutteredWords
HeStutters,7,39,NoStutteredWords
HeStutters,8,5,NoStutteredWords
HeStutters,8,15,NoStutteredWords
HeStutters,8,19,NoStutteredWords
HeStutters,8,129,Rep
HeStutters,8,132,NoStutteredWords
HeStutters,8,139,NoStutteredWords
HeStutters,8,143,Prolongation
HeStutters,8,152,Block
HeStutters,8,163,NoStutteredWords
HeStutters,8,164,NoStutteredWords
HeStutters,8,166,NoStutteredWords
HeStutters,8,172,NoStutteredWords
HeStutters,8,194,Rep
HeStutters,8,195,NoStutteredWords
HeStutters,8,197,NoStutteredWords
HeStutters,9,1,NoStutteredWords
HeStutters,9,2,NoStutteredWords
HeStutters,9,3,NoStutteredWords
HeStutters,9,7,NoStutteredWords
HeStutters,9,9,NoStutteredWords
HeStutters,9,10,NoStutteredWords
HeStutters,9,12,NoStutteredWords
HeStutters,9,15,NoStutteredWords
HeStutters,9,16,NoStutteredWords
HeStutters,9,25,NoStutteredWords
HeStutters,9,26,NoStutteredWords
HeStutters,9,28,NoStutteredWords
HeStutters,9,36,NoStutteredWords
HeStutters,10,0,NoStutteredWords
HeStutters,10,8,NoStutteredWords
HeStutters,10,10,NoSpeech
HeStutters,10,13,Interjection
HeStutters,10,14,Interjection
HeStutters,10,16,NoStutteredWords
HeStutters,10,20,Interjection
HeStutters,10,21,NoStutteredWords
HeStutters,10,22,NoStutteredWords
HeStutters,10,25,NoStutteredWords
HeStutters,10,30,NoStutteredWords
HeStutters,11,20,NoStutteredWords
HeStutters,11,39,NoStutteredWords
HeStutters,11,45,Rep
HeStutters,11,55,Rep
HeStutters,11,62,NoStutteredWords
HeStutters,11,67,NoStutteredWords
HeStutters,11,73,NoStutteredWords
HeStutters,11,83,NoSpeech
HeStutters,11,125,Rep
HeStutters,11,128,Rep
HeStutters,11,150,NoStutteredWords
HeStutters,11,170,Block
HeStutters,11,172,NoSpeech
HeStutters,11,178,Rep
HeStutters,11,179,Interjection
HeStutters,11,181,NoStutteredWords
HeStutters,11,194,NoStutteredWords
HeStutters,11,204,NoStutteredWords
HeStutters,12,4,NoStutteredWords
HeStutters,12,12,Interjection
HeStutters,12,14,NoStutteredWords
HeStutters,12,18,NoStutteredWords
HeStutters,12,27,NoStutteredWords
HeStutters,12,31,Rep
HeStutters,12,68,NoStutteredWords
HeStutters,12,70,Rep
HeStutters,12,79,NoStutteredWords
HeStutters,12,80,Rep
HeStutters,12,101,NoStutteredWords
HeStutters,12,114,NoStutteredWords
HeStutters,12,125,NoStutteredWords
HeStutters,12,133,NoStutteredWords
HeStutters,12,141,NoStutteredWords
HeStutters,12,143,Rep
HeStutters,12,158,Interjection
HeStutters,12,165,NoStutteredWords
HeStutters,12,172,Prolongation
HeStutters,12,178,NoStutteredWords
HeStutters,12,184,NoStutteredWords
HeStutters,12,202,NoStutteredWords
HeStutters,12,207,NoStutteredWords
HeStutters,12,209,Prolongation
HeStutters,12,213,Prolongation
HeStutters,13,3,NoStutteredWords
HeStutters,13,4,NoStutteredWords
HeStutters,13,13,NoStutteredWords
HeStutters,13,15,Rep
HeStutters,13,25,NoStutteredWords
HeStutters,13,27,Rep
HeStutters,13,29,NoStutteredWords
HeStutters,13,31,NoStutteredWords
HeStutters,13,35,NoStutteredWords
HeStutters,13,36,Interjection
HeStutters,14,2,NoStutteredWords
HeStutters,14,12,NoStutteredWords
HeStutters,14,19,NoStutteredWords
HeStutters,14,26,NoStutteredWords
HeStutters,14,34,NoStutteredWords
HeStutters,14,39,NoStutteredWords
HeStutters,15,1,NoStutteredWords
HeStutters,15,29,NoSpeech
HeStutters,15,34,Prolongation
HeStutters,15,54,Rep
HeStutters,15,56,Prolongation
HeStutters,15,78,Prolongation
HeStutters,15,91,NoStutteredWords
HeStutters,15,112,Prolongation
HeStutters,15,129,Prolongation
HeStutters,15,139,NoStutteredWords
HeStutters,15,140,Interjection
HeStutters,15,148,NoSpeech
HeStutters,15,149,Rep
HeStutters,15,164,NoStutteredWords
HeStutters,15,187,Rep
HeStutters,15,188,NoStutteredWords
HeStutters,16,6,Prolongation
HeStutters,16,11,NoStutteredWords
HeStutters,16,63,NoSpeech
HeStutters,16,105,Unsure
HeStutters,16,112,Prolongation
HeStutters,16,187,NoStutteredWords
HeStutters,16,189,NoStutteredWords
HeStutters,17,1,NoStutteredWords
HeStutters,17,2,NoStutteredWords
HeStutters,17,7,NoStutteredWords
HeStutters,17,20,NoStutteredWords
HeStutters,17,28,NoStutteredWords
HeStutters,17,34,NoStutteredWords
HeStutters,17,36,NoStutteredWords
HeStutters,17,37,NoStutteredWords
HeStutters,18,11,NoStutteredWords
HeStutters,18,20,NoStutteredWords
HeStutters,18,22,NoStutteredWords
HeStutters,18,37,NoStutteredWords
HeStutters,18,40,NoSpeech
HeStutters,18,58,Interjection
HeStutters,18,59,Interjection
HeStutters,18,91,Rep
HeStutters,18,101,NoStutteredWords
HeStutters,18,113,Prolongation
HeStutters,18,115,NoStutteredWords
HeStutters,18,136,NoStutteredWords
HeStutters,18,146,Rep
HeStutters,18,153,NoStutteredWords
HeStutters,18,159,Rep
HeStutters,18,168,NoStutteredWords
HeStutters,18,177,Rep
HeStutters,18,184,NoStutteredWords
HeStutters,18,193,Rep
HeStutters,18,212,NoStutteredWords
HeStutters,19,6,NoStutteredWords
HeStutters,19,15,NoStutteredWords
HeStutters,19,16,NoStutteredWords
HeStutters,19,21,NoStutteredWords
HeStutters,19,26,NoStutteredWords
HeStutters,19,28,Block
HeStutters,19,33,Interjection
HeStutters,19,34,NoStutteredWords
HeStutters,19,41,NoStutteredWords
HeStutters,19,42,NoStutteredWords
HeStutters,19,46,Prolongation
HeStutters,19,54,NoStutteredWords
HeStutters,19,59,NoStutteredWords
HeStutters,19,66,Rep
HeStutters,19,67,Interjection
HeStutters,19,69,NoStutteredWords
HeStutters,19,71,NoStutteredWords
HeStutters,19,81,Interjection
HeStutters,19,84,Prolongation
HeStutters,19,99,Rep
HeStutters,19,100,NoStutteredWords
HeStutters,19,109,NoStutteredWords
HeStutters,19,126,NoStutteredWords
HeStutters,19,131,Prolongation
HeStutters,19,133,Prolongation
HeStutters,19,134,NoStutteredWords
HeStutters,19,145,NoStutteredWords
HeStutters,19,159,NoStutteredWords
HeStutters,19,166,Block
HeStutters,19,173,NoStutteredWords
HeStutters,20,10,Prolongation
HeStutters,20,11,Prolongation
HeStutters,20,26,NoStutteredWords
HeStutters,20,29,NoStutteredWords
HeStutters,20,32,NoStutteredWords
HeStutters,20,53,Interjection
HeStutters,20,66,NoStutteredWords
HeStutters,20,72,Rep
HeStutters,20,82,NoStutteredWords
HeStutters,20,94,NoStutteredWords
HeStutters,20,127,NoStutteredWords
HeStutters,20,147,NoStutteredWords
HeStutters,20,194,Prolongation
HeStutters,20,203,Rep
HeStutters,20,232,NoStutteredWords
HeStutters,20,249,NoStutteredWords
HeStutters,20,252,Rep
HeStutters,21,13,NoStutteredWords
HeStutters,21,31,Rep
HeStutters,21,33,Rep
HeStutters,21,46,NoStutteredWords
HeStutters,21,57,Rep
HeStutters,21,85,Rep
HeStutters,21,106,NoStutteredWords
HeStutters,21,114,Rep
HeStutters,21,116,Interjection
HeStutters,21,120,Rep
HeStutters,21,125,NoStutteredWords
HeStutters,21,127,NoStutteredWords
HeStutters,21,143,Interjection
HeStutters,21,158,NoStutteredWords
HeStutters,21,163,Rep
HeStutters,21,174,NoStutteredWords
HeStutters,21,184,NoStutteredWords
HeStutters,21,204,NoStutteredWords
HeStutters,21,208,Interjection
HeStutters,21,214,Rep
HeStutters,21,220,Rep
HeStutters,22,4,Interjection
HeStutters,22,6,Interjection
HeStutters,22,12,NoStutteredWords
HeStutters,22,49,Rep
HeStutters,22,64,NoSpeech
HeStutters,22,68,Rep
HeStutters,22,78,Rep
HeStutters,22,91,Rep
HeStutters,22,144,NoStutteredWords
HeStutters,22,147,NoStutteredWords
HeStutters,22,163,Rep
HeStutters,22,166,Rep
HeStutters,22,193,NoStutteredWords
HeStutters,22,205,Interjection
HeStutters,22,206,Rep
HeStutters,23,0,NoStutteredWords
HeStutters,23,4,NoStutteredWords
HeStutters,23,9,NoStutteredWords
HeStutters,23,12,NoStutteredWords
HeStutters,23,21,Interjection
HeStutters,23,23,Interjection
HeStutters,23,29,Rep
HeStutters,23,70,Rep
HeStutters,23,75,NoStutteredWords
HeStutters,23,80,NoStutteredWords
HeStutters,23,91,NoStutteredWords
HeStutters,23,92,Interjection
HeStutters,23,103,Rep
HeStutters,23,107,Rep
HeStutters,23,116,NoStutteredWords
HeStutters,23,124,Rep
HeStutters,23,127,Rep
HeStutters,23,142,NoStutteredWords
HeStutters,23,151,Prolongation
HeStutters,23,188,Interjection
HeStutters,23,201,Interjection
HeStutters,23,204,Rep
HeStutters,23,210,Rep
HeStutters,23,214,Interjection
HVSA,0,57,Interjection
HVSA,0,69,NoStutteredWords
HVSA,0,111,Rep
HVSA,1,12,Interjection
HVSA,1,20,NoStutteredWords
HVSA,1,21,NoStutteredWords
HVSA,1,35,NoStutteredWords
HVSA,1,37,Rep
HVSA,1,38,Interjection
HVSA,1,70,Interjection
HVSA,1,73,Interjection
HVSA,1,85,NoSpeech
HVSA,1,97,Rep
HVSA,1,118,NoStutteredWords
HVSA,1,138,Rep
HVSA,1,143,NoStutteredWords
HVSA,1,147,Prolongation
HVSA,1,150,NoStutteredWords
HVSA,1,160,Prolongation
HVSA,1,164,Interjection
HVSA,1,182,NoStutteredWords
HVSA,2,0,NoStutteredWords
HVSA,2,53,Interjection
HVSA,2,112,Rep
HVSA,2,113,NoStutteredWords
HVSA,2,119,NoStutteredWords
HVSA,2,166,NoStutteredWords
HVSA,3,1,Prolongation
HVSA,3,8,Rep
HVSA,3,11,NoStutteredWords
HVSA,3,34,NoStutteredWords
HVSA,3,93,Rep
HVSA,3,113,Block
HVSA,3,132,Interjection
HVSA,3,158,Prolongation
HVSA,3,165,Interjection
HVSA,3,182,Interjection
IStutterSoWhat,0,5,NoStutteredWords
IStutterSoWhat,0,51,Interjection
IStutterSoWhat,0,75,Rep
IStutterSoWhat,0,80,Rep
IStutterSoWhat,0,83,Rep
IStutterSoWhat,0,103,Prolongation
IStutterSoWhat,0,111,NoStutteredWords
IStutterSoWhat,0,138,Rep
IStutterSoWhat,0,139,Interjection
IStutterSoWhat,0,158,NoStutteredWords
IStutterSoWhat,0,169,Interjection
IStutterSoWhat,0,170,Interjection
IStutterSoWhat,0,178,Rep
IStutterSoWhat,0,194,NoStutteredWords
IStutterSoWhat,1,13,Rep
IStutterSoWhat,1,17,NoStutteredWords
IStutterSoWhat,1,18,Rep
IStutterSoWhat,1,20,NoStutteredWords
IStutterSoWhat,1,32,Rep
IStutterSoWhat,1,34,NoStutteredWords
IStutterSoWhat,1,43,Rep
IStutterSoWhat,1,67,Rep
IStutterSoWhat,1,71,Rep
IStutterSoWhat,1,73,Rep
IStutterSoWhat,1,95,NoStutteredWords
IStutterSoWhat,1,110,Rep
IStutterSoWhat,1,132,NoSpeech
IStutterSoWhat,1,138,NoStutteredWords
IStutterSoWhat,2,6,Unsure
IStutterSoWhat,2,8,Unsure
IStutterSoWhat,2,16,Rep
IStutterSoWhat,2,21,Rep
IStutterSoWhat,2,30,Rep
IStutterSoWhat,2,42,Rep
IStutterSoWhat,2,79,NoStutteredWords
IStutterSoWhat,2,94,NoStutteredWords
IStutterSoWhat,2,149,Rep
IStutterSoWhat,2,154,Rep
IStutterSoWhat,2,171,NoStutteredWords
IStutterSoWhat,3,12,Interjection
IStutterSoWhat,3,21,Prolongation
IStutterSoWhat,3,27,NoStutteredWords
IStutterSoWhat,3,32,Interjection
IStutterSoWhat,3,34,Prolongation
IStutterSoWhat,3,40,Rep
IStutterSoWhat,3,62,Rep
IStutterSoWhat,3,64,NoStutteredWords
IStutterSoWhat,3,69,Unsure
IStutterSoWhat,3,76,NoStutteredWords
IStutterSoWhat,3,79,NoStutteredWords
IStutterSoWhat,3,86,Rep
IStutterSoWhat,3,87,Rep
IStutterSoWhat,3,97,NoStutteredWords
IStutterSoWhat,3,123,Rep
IStutterSoWhat,3,126,NoStutteredWords
IStutterSoWhat,3,131,Rep
IStutterSoWhat,3,133,NoStutteredWords
IStutterSoWhat,3,150,Interjection
IStutterSoWhat,4,7,Interjection
IStutterSoWhat,4,18,NoStutteredWords
IStutterSoWhat,4,21,NoStutteredWords
IStutterSoWhat,4,41,NoStutteredWords
IStutterSoWhat,4,63,NoStutteredWords
IStutterSoWhat,4,78,NoStutteredWords
IStutterSoWhat,4,123,NoStutteredWords
IStutterSoWhat,4,128,Rep
IStutterSoWhat,4,129,NoStutteredWords
IStutterSoWhat,4,133,Rep
IStutterSoWhat,4,143,Interjection
IStutterSoWhat,4,149,NoStutteredWords
IStutterSoWhat,4,159,NoSpeech
MyStutteringLife,0,0,NoStutteredWords
MyStutteringLife,0,17,NoSpeech
MyStutteringLife,0,18,NoStutteredWords
MyStutteringLife,0,19,NoStutteredWords
MyStutteringLife,0,21,NoStutteredWords
MyStutteringLife,0,29,NoStutteredWords
MyStutteringLife,0,31,NoStutteredWords
MyStutteringLife,1,1,NoStutteredWords
MyStutteringLife,1,2,NoStutteredWords
MyStutteringLife,1,3,NoStutteredWords
MyStutteringLife,1,5,NoStutteredWords
MyStutteringLife,1,8,NoStutteredWords
MyStutteringLife,1,10,NoStutteredWords
MyStutteringLife,1,11,NoStutteredWords
MyStutteringLife,1,14,NoStutteredWords
MyStutteringLife,1,18,NoStutteredWords
MyStutteringLife,1,19,NoStutteredWords
MyStutteringLife,1,20,NoStutteredWords
MyStutteringLife,1,22,NoStutteredWords
MyStutteringLife,1,23,NoStutteredWords
MyStutteringLife,1,26,NoStutteredWords
MyStutteringLife,1,28,NoStutteredWords
MyStutteringLife,1,30,NoStutteredWords
MyStutteringLife,1,31,NoStutteredWords
MyStutteringLife,1,32,NoStutteredWords
MyStutteringLife,1,35,NoStutteredWords
MyStutteringLife,2,4,NoStutteredWords
MyStutteringLife,2,17,NoStutteredWords
MyStutteringLife,2,36,NoStutteredWords
MyStutteringLife,3,0,NoStutteredWords
MyStutteringLife,3,9,Prolongation
MyStutteringLife,3,18,NoStutteredWords
MyStutteringLife,3,32,NoStutteredWords
MyStutteringLife,4,9,NoSpeech
MyStutteringLife,4,13,NoSpeech
MyStutteringLife,4,18,Rep
MyStutteringLife,5,8,NoStutteredWords
MyStutteringLife,5,23,NoStutteredWords
MyStutteringLife,5,24,Interjection
MyStutteringLife,6,7,NoStutteredWords
MyStutteringLife,6,16,Prolongation
MyStutteringLife,6,39,NoStutteredWords
MyStutteringLife,7,2,NoStutteredWords
MyStutteringLife,7,33,NoStutteredWords
MyStutteringLife,7,34,NoSpeech
MyStutteringLife,7,68,NoStutteredWords
MyStutteringLife,7,87,Rep
MyStutteringLife,7,100,Block
MyStutteringLife,7,131,Prolongation
